,budget,id,imdb_id,original_language,title,popularity,release_date,revenue,runtime,vote_average,collection_id,collection_name,production companies,production_countries,genres,rating,rating_timestamp,key_agg
12,11000000,11,tt0076759,en,Star Wars,42.149697,1977-05-25,775398007,121.0,8.1,10,Star Wars Collection,"'Lucasfilm', 'Twentieth Century Fox Film Corporation'",'United States of America',"'Adventure', 'Action', 'Science Fiction'",3.660590500641848,1996-01-29 00:00:00,"'android', 'galaxy', 'hermit', 'death star', 'lightsaber', 'jedi', 'rescue mission', 'empire', 'rebellion', 'planet', 'smuggler', 'the force', 'space opera', 'galactic war', 'stormtrooper', 'totalitarianism'"
13,0,527,tt0110729,en,Once Were Warriors,4.025276,1994-09-02,2201126,99.0,7.6,300546,Once were Warriors Collection,"'Avalon Studios', 'New Zealand Film Commission', 'New Zealand On Air'",'New Zealand','Drama',4.266530696698294,1996-03-01 00:00:00,"'individual', 'slum', 'suicide', 'tattoo', 'alcohol', 'rape', 'tradition', 'loss of child', 'indigenous', 'despair', 'violent husband', 'ghetto', 'new zealand', 'maori', 'strong woman', 'lack of prospects', 'maori tradition', 'funeral', 'approved school ', 'crush', 'independent film', 'teacher', 'youth gang', 'domestic violence', 'violence', 'rebellious youth', 'alcohol abuse', 'incest', 'unemployment'"
14,0,110,tt0111495,fr,Trois couleurs : Rouge,7.8327550000000015,1994-05-27,0,99.0,7.8,131,Three Colors Collection,"'Zespół Filmowy TOR', 'Le Studio Canal+', 'France 3 Cinéma', 'Télévision Suisse-Romande'","'France', 'Poland', 'Switzerland'","'Drama', 'Mystery', 'Romance'",4.016057252826559,1996-02-15 17:30:40,"'judge', 'isolation', 'mannequin', 'shadowing', 'english channel', 'geneva', 'travel', 'dog'"
15,0,108,tt0108394,fr,Trois couleurs : Bleu,8.843517,1993-01-10,0,98.0,7.7,131,Three Colors Collection,"'France 3 Cinéma', 'CED Productions'","'France', 'Poland'","'Drama', 'Music', 'Mystery'",3.0367647058823533,1996-06-07 08:53:40,"'paris', 'composer', 'pain', 'loss of husband', 'to compose'"
16,0,109,tt0111507,fr,Trois couleurs : Blanc,6.5898,1994-01-26,0,91.0,7.3,131,Three Colors Collection,"'Le Studio Canal+', 'France 3 Cinéma', 'Eurimages'","'France', 'Poland'","'Comedy', 'Drama', 'Mystery'",2.333333333333333,1996-02-23 12:56:00,"'hairdresser', 'sexual frustration', 'funeral', 'business man', 'poland'"
17,38000000,193,tt0111280,en,Star Trek: Generations,8.105708,1994-11-17,120000000,118.0,6.4,115570,Star Trek: The Next Generation Collection,'Paramount Pictures','United States of America',"'Science Fiction', 'Action', 'Adventure', 'Thriller'",2.245992952142776,1996-03-02 17:52:32,"'based on tv series', 'death', 'exploding planet', 'mountain cabin', 'solar system'"
18,15000000,3049,tt0109040,en,Ace Ventura: Pet Detective,11.247957,1994-02-04,107217396,86.0,6.4,3167,Ace Ventura Collection,"'Warner Bros.', 'Morgan Creek Productions'",'United States of America',"'Comedy', 'Mystery'",3.094650205761317,1999-10-25 02:48:30,"'dolphin', 'mascot', 'private detective', 'pets'"
19,46000000,888,tt0109813,en,The Flintstones,15.019586,1994-05-26,341631208,91.0,5.0,351684,The Flintstones (Live-Action) Collection,"'Universal Pictures', 'Amblin Entertainment', 'Hanna-Barbera Productions'",'United States of America',"'Fantasy', 'Comedy', 'Family'",2.310038119440915,1996-08-13 09:41:37,"'manager', 'jealousy', 'bad mother-in-law', 'adoption', ""family's daily life"", 'stone age', 'plan', 'friendship', 'best friend', 'dinosaur'"
20,45000000,8587,tt0110357,en,The Lion King,21.605761,1994-06-23,788241776,89.0,8.0,94032,The Lion King Collection,"'Walt Disney Pictures', 'Walt Disney Feature Animation'",'United States of America',"'Family', 'Animation', 'Drama'",3.1617647058823533,2004-06-28 23:15:16,"'loss of parents', 'wild boar', 'uncle', 'shaman', 'redemption', 'king', 'scar', 'hyena', 'meerkat'"
21,23000000,854,tt0110475,en,The Mask,14.13488,1994-07-29,351583407,101.0,6.6,43072,The Mask Collection,"'New Line Cinema', 'Dark Horse Entertainment'",'United States of America',"'Romance', 'Comedy', 'Crime', 'Fantasy'",3.7191489361702126,1996-08-14 10:59:14,"'dual identity', 'bank', 'mockery', 'green', 'balloon', 'jail cell', 'norse mythology'"
22,27000000,8831,tt0111438,en,Timecop,8.907074,1994-09-15,101646581,99.0,5.5,170452,Timecop Collection,"'Universal Pictures', 'Renaissance Pictures', 'Dark Horse Entertainment', 'Largo Entertainment', 'Signature Pictures', 'JVC Entertainment Networks'","'Japan', 'United States of America'","'Thriller', 'Science Fiction', 'Action', 'Crime'",2.8727959697733,2004-08-28 03:21:52,"'martial arts', 'time travel', 'science fiction', 'alternative reality'"
23,26000000,8011,tt0110027,en,Highlander III: The Sorcerer,6.866634,1994-11-29,36800000,99.0,4.5,8050,Highlander Collection,"'Trans-Film', 'Initial Groupe', 'Lumière Pictures', 'Fallingcloud'","'Canada', 'France', 'United Kingdom'","'Action', 'Fantasy', 'Science Fiction'",3.8315334773218144,2004-05-16 02:23:31,"'japan', 'new york', 'scotland', 'morocco', 'good and bad'"
24,0,2758,tt0106220,en,Addams Family Values,17.555909,1993-11-19,48919043,94.0,6.5,11716,Addams Family Collection,"'Paramount Pictures', 'Orion Pictures', 'Scott Rudin Productions'",'United States of America',"'Comedy', 'Family', 'Fantasy'",2.9311926605504586,1999-07-24 12:12:29,"'jealousy', 'baby', 'brother sister relationship', 'butler', 'yuppie', 'nanny', 'summer camp', 'guillotine', 'uncle'"
25,50000000,306,tt0109254,en,Beverly Hills Cop III,11.787784,1994-05-24,119208989,104.0,5.5,85861,Beverly Hills Cop Collection,"'Paramount Pictures', 'Eddie Murphy Productions'",'United States of America',"'Action', 'Comedy', 'Crime'",4.05944683908046,1996-03-01 00:00:00,"'detective', 'undercover', 'security camera', 'carousel ', 'investigation', 'weapon', 'sequel', 'rescue', 'counterfeit', 'shootout', 'dirty cop', 'gunfight', 'los angeles', 'explosion', 'violence', 'foot chase', 'framed', 'car chase', 'secret service', 'amusement park', 'roller coaster', 'beverly hills', 'buddy comedy'"
26,44000000,5503,tt0106977,en,The Fugitive,10.08937,1993-08-06,368875760,130.0,7.2,134011,The Fugitive / U.S. Marshals Collection,'Warner Bros.','United States of America',"'Adventure', 'Action', 'Thriller', 'Crime', 'Mystery'",3.3197278911564627,2002-08-26 23:44:24,"'chicago', 'showdown', 'undercover', 'surgeon', 'death sentence', 'doomed man', 'lethal injection', 'chase', 'remake', 'betrayal', 'on the run', 'train crash', 'escape', 'fugitive', 'based on tv series', 'u.s. marshal', 'doctor', 'explosion', 'home invasion', 'disguise', 'one armed man', 'framed for murder', 'flashback', 'corrupt cop', 'manhunt', 'bus accident', 'storm drain'"
27,18000000,2019,tt0107076,en,Hard Target,7.834351,1993-08-20,74189677,97.0,6.1,412680,Hard Target Collection,"'Universal Pictures', 'Renaissance Pictures', 'Alphaville Films'",'United States of America',"'Action', 'Adventure', 'Crime', 'Thriller'",4.255073602972701,1996-10-24 08:58:58,"'new orleans', 'mercenary', 'hunting human beings', 'money', 'drifter', 'union', 'sailor', 'human prey'"
28,63000000,329,tt0107290,en,Jurassic Park,8.863776,1993-06-11,920100000,127.0,7.6,328,Jurassic Park Collection,"'Universal Pictures', 'Amblin Entertainment'",'United States of America',"'Adventure', 'Science Fiction'",3.3444071212630164,1996-03-01 00:00:00,"'exotic island', 'dna', 'paleontology', 'tyrannosaurus rex', 'triceratops', 'brontosaurus', 'electric fence', 'island', 'dinosaur', 'amusement park', 'theme park', 'jurassic park'"
29,22000000,5550,tt0107978,en,RoboCop 3,8.685798,1993-04-17,10696210,104.0,4.2,5547,RoboCop Collection,'Orion Pictures','United States of America',"'Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller'",2.6083916083916083,2002-08-12 17:13:48,"'cyborg', 'dystopia', 'police', 'sequel', 'cyberpunk', 'policeman', 'robocop'"
30,25000000,8850,tt0111143,en,The Shadow,7.881107000000001,1994-07-01,48063435,108.0,5.4,105075,The Shadow Collection,'Universal Pictures','United States of America',"'Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction'",2.828125,2004-08-24 12:51:46,"'new york', 'atomic bomb', 'ladykiller', 'hypnosis', 'superhero', 'based on comic', 'radio series', 'invisibility', 'the shadow'"
31,28000000,78,tt0083658,en,Blade Runner,96.272374,1982-06-25,33139618,117.0,7.9,422837,Blade Runner Collection,"'Shaw Brothers', 'Warner Bros.', 'The Ladd Company'","'United States of America', 'Hong Kong', 'United Kingdom'","'Science Fiction', 'Drama', 'Thriller'",3.173708920187793,1996-02-01 14:34:00,"'artificial intelligence', 'bounty hunter', 'dystopia', 'genetics', 'fugitive', 'cyberpunk', 'los angeles', 'tech noir', 'neo-noir', 'futurista', 'lluvia'"
32,18000000,771,tt0099785,en,Home Alone,0.702543,1990-11-09,476684675,103.0,7.1,9888,Home Alone Collection,"'Twentieth Century Fox Film Corporation', 'Hughes Entertainment'",'United States of America',"'Comedy', 'Family'",3.383233532934132,1996-05-23 18:33:08,"'holiday', 'burglar', 'home invasion', 'mischief', 'booby trap', 'home alone', 'suburban chicago', 'mischievous child', 'christmas', 'child'"
33,28000000,812,tt0103639,en,Aladdin,16.357419,1992-11-25,504050219,90.0,7.4,86027,Aladdin Collection,'Walt Disney Pictures','United States of America',"'Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance'",2.4871794871794872,1996-06-20 10:31:05,"'magic', 'musical', 'cartoon', 'princess', 'love', 'comedy', 'animation', 'monkey', 'arab', 'aftercreditsstinger', 'genie', 'animal sidekick'"
34,100000000,280,tt0103064,en,Terminator 2: Judgment Day,22.661695,1991-07-01,520000000,137.0,7.7,528,The Terminator Collection,"'Lightstorm Entertainment', 'Pacific Western', 'Canal+', 'Carolco Pictures', 'T2 Productions'","'France', 'United States of America'","'Action', 'Thriller', 'Science Fiction'",3.7178208505833648,1996-03-01 00:00:00,"'cyborg', 'shotgun', 'post-apocalyptic', 'dystopia', 'moral ambiguity', 'mental institution', 'violence', 'fictional war', 'morphing', 'nuclear weapons', 'shape shifter', 'savior', 'catch phrase'"
35,35000000,268,tt0096895,en,Batman,19.10673,1989-06-23,411348924,126.0,7.0,120794,Batman Collection,"'PolyGram Filmed Entertainment', 'The Guber-Peters Company', 'Warner Bros.'","'United Kingdom', 'United States of America'","'Fantasy', 'Action'",3.304666666666667,1996-03-05 08:19:46,"'double life', 'dc comics', 'dual identity', 'chemical', 'crime fighter', 'fictional place', 'gotham city', 'superhero', 'super powers'"
36,4000000,8766,tt0116514,en,Hellraiser: Bloodline,5.263187,1996-03-08,16675000,86.0,4.9,8917,Hellraiser Collection,"'Miramax Films', 'Dimension Films', 'Trans Atlantic Entertainment'",'United States of America',"'Horror', 'Thriller', 'Science Fiction'",3.3076923076923075,2004-07-12 21:00:05,"'artificial intelligence', 'engineer', 'hell', 'pinhead', 'demon', 'puzzle box', 'cenobites', 'artificial'"
37,80000000,954,tt0117060,en,Mission: Impossible,15.793477,1996-05-22,457696359,110.0,6.7,87359,Mission: Impossible Collection,"'Paramount Pictures', 'Cruise/Wagner Productions'",'United States of America',"'Adventure', 'Action', 'Thriller'",3.988410348437266,1996-08-15 17:13:25,"'paris', 'london england', 'spy', 'cia', 'terrorist', 'secret identity', 'undercover', 'arms deal', 'headquarter', 'secret base', 'secret mission', 'prague', 'embassy', 'secret agent', 'tgv', 'computer', 'mission', 'based on tv series', 'espionage', 'agent'"
38,57000000,8840,tt0116136,en,DragonHeart,23.63659,1996-05-31,115267375,103.0,6.4,169452,DragonHeart Collection,'Universal Pictures','United States of America','Fantasy',3.21875,2004-08-24 00:15:37,"'magic', 'kingdom', 'despot', 'immortality', 'village', 'forest', 'army', 'horror', 'partner', 'revenge', 'knight', 'battle', 'medieval', 'dragonheart'"
39,0,5801,tt0048473,bn,পথের পাঁচালী,3.900709,1955-08-26,536364,125.0,7.9,158391,The Apu Collection,'Government of West Bengal','India','Drama',3.5671506352087112,2002-10-13 20:31:55,"'robbery', 'move', 'monsoon', 'difficult childhood', 'dying and death', 'misery', 'priest', 'teacher', 'writer', 'railroad', 'unemployment', 'help'"
40,0,896,tt0052572,bn,অপুর সংসার,2.381806,1959-05-01,16000,117.0,8.2,158391,The Apu Collection,'Satyajit Ray Productions','India','Drama',3.6857976653696496,1996-09-17 11:57:14,"'broken engagement', 'arranged marriage', 'dying and death', 'calcutta'"
41,0,532,tt0112691,en,A Close Shave,6.796858,1995-12-24,0,30.0,7.5,529,Wallace & Gromit Collection,'Aardman Animations','United Kingdom',"'Family', 'Animation', 'Comedy'",3.06212785960514,1996-05-14 09:37:46,"'prison', 'inventor', 'loyalty', 'sheep', 'innocence', 'surrealism', 'framed', 'dog', 'sheep rustling', 'wallace & gromit'"
42,4000000,627,tt0117951,en,Trainspotting,19.348466,1996-02-23,16491080,93.0,7.8,424202,Trainspotting Collection,"'Miramax Films', 'Channel Four Films', 'Noel Gay Motion Picture Company', 'Figment Films', 'Film4'",'United Kingdom',"'Drama', 'Crime'",3.5340733092410943,1996-04-06 18:19:16,"'london england', 'alcohol', 'sex', 'based on novel', 'drug addiction', 'drug dealer', 'nightclub', 'junkie', 'heroin', 'cold turkey', 'modern society', 'hallucination', 'friendship', 'surrealism', 'dark comedy', 'stealing', 'monologue', 'cult film', 'recovering drug addict', 'illegal drugs', 'drug deal', 'drug rehabilitation', 'drug culture', 'antihero'"
43,75000000,602,tt0116629,en,Independence Day,17.634197,1996-06-25,816969268,145.0,6.7,304378,Independence Day Collection,"'Twentieth Century Fox Film Corporation', 'Centropolis Entertainment'",'United States of America',"'Action', 'Adventure', 'Science Fiction'",3.997191011235955,1996-10-23 11:06:55,"'spacecraft', 'patriotism', 'countdown', 'independence', 'invasion', 'war', 'ufo', 'extraterrestrial', 'spaceship', 'alien', 'battle'"
44,6000000,238,tt0068646,en,The Godfather,41.109264,1972-03-14,245066411,175.0,8.5,230,The Godfather Collection,"'Paramount Pictures', 'Alfran Productions'",'United States of America',"'Drama', 'Crime'",3.1641961231470925,1996-03-14 04:20:18,"'italy', 'love at first sight', 'loss of father', 'patriarch', 'organized crime', 'mafia', 'lawyer', 'italian american', 'crime family', 'rise to power', 'mob boss', '1940s'"
45,226408,3529,tt0025878,en,The Thin Man,10.573867,1934-05-25,1423000,93.0,7.4,47814,The Thin Man Collection,'Metro-Goldwyn-Mayer (MGM)','United States of America',"'Comedy', 'Crime', 'Mystery'",3.361111111111111,2000-03-26 01:34:49,"'detective', 'inventor', 'police', 'murder', 'mistress', 'dinner', 'wedding', 'screwball comedy', 'terrier', 'thin man', 'x-ray'"
46,0,6878,tt0107131,en,Homeward Bound: The Incredible Journey,7.186506,1993-02-03,0,84.0,6.6,43058,Homeward Bound Collection,"'Walt Disney Pictures', 'Touchwood Pacific Partners 1'",'United States of America',"'Adventure', 'Comedy', 'Drama', 'Family'",2.966666666666667,2003-12-12 02:36:01,"'based on novel', 'cat', 'friendship', 'remake', 'dog', 'journey'"
47,28000000,562,tt0095016,en,Die Hard,16.640522,1988-07-15,140767956,131.0,7.5,1570,Die Hard Collection,"'Twentieth Century Fox Film Corporation', 'Gordon Company', 'Silver Pictures'",'United States of America',"'Action', 'Thriller'",3.7639782639782635,1996-05-20 05:12:43,"'helicopter', 'journalist', 'based on novel', 'terrorist', 'skyscraper', 'christmas party', 's.w.a.t.', 'hostage', 'kidnapping', 'vault', 'fistfight', 'murder', 'heist', 'shootout', 'los angeles', 'one man army', 'explosion', 'violence', 'fbi agent', 'walkie talkie', 'christmas eve', 'elevator shaft', 'one night', 'action hero'"
48,6000000,88,tt0092890,en,Dirty Dancing,14.044122,1987-08-21,213954274,100.0,7.1,86058,Dirty Dancing Collection,"'Great American Films Limited Partnership', 'Vestron Pictures'",'United States of America',"'Drama', 'Music', 'Romance'",3.1258998971546115,1996-02-15 22:55:03,"'dancing', 'sex', 'hotel', 'robbery', 'sister sister relationship', 'dancing master', 'mambo', 'dance performance', 'daughter', 'summer camp', 'secret love', 'teenage crush', 'doctor', 'class differences', 'youth', 'family holiday', 'sensuality', 'unwanted pregnancy', 'summer romance', 'abortion', 'catskill resort'"
49,6500000,8491,tt0098627,en,Weekend at Bernie's,8.051891,1989-07-05,30218387,97.0,6.4,118221,Weekend at Bernie's Collection,'Gladden Entertainment','United States of America','Comedy',3.963888888888889,2004-06-03 16:35:02,"'beach', 'mission of murder', 'boss', 'bad boss', 'house', 'female corpse'"
50,49000000,402,tt0103772,en,Basic Instinct,16.628427,1992-03-20,352927224,127.0,6.5,86336,Basic Instinct Collection,"'TriStar Pictures', 'Canal+', 'Carolco Pictures'","'France', 'United States of America'","'Thriller', 'Mystery'",2.8939393939393936,1996-06-12 13:32:05,"'dancing', 'male nudity', 'female nudity', 'sexual obsession', 'san francisco', 'sadistic', 'detective', 'jealousy', 'gun', 'eroticism', 'menace', 'nudity', 'suspicion of murder', 'ex-lover', 'planned murder', 'cigarette', 'bisexuality', 'orgasm', 'bedroom', 'bed', 'underwear', 'dying and death', 'auto', 'dangerous', 'lover', 'striptease', 'sadism', 'police', 'psychopath', 'femme fatale', 'sociopath', 'bdsm', 'erotic thriller'"
51,0,25750,tt0115885,en,Children of the Corn IV: The Gathering,7.97048,1996-10-08,0,85.0,4.6,115225,Children of the Corn Collection,'Dimension Films','United States of America','Horror',3.9166666666666665,2006-11-21 02:38:01,"'sheriff', 'night', 'barn', 'sequel', 'children', 'blood', 'slasher', 'violence', 'preacher', 'corn'"
52,6000000,1103,tt0082340,en,Escape from New York,10.124544,1981-05-22,50244700,99.0,6.9,115838,Escape From ... Collection,"'AVCO Embassy Pictures', 'Goldcrest Films International', 'International Film Investors', 'City Film'",'United States of America',"'Science Fiction', 'Action'",3.789058093626621,1996-09-25 05:05:05,"'taxi', 'street gang', 'usa president', 'war veteran', 'hostage', 'kidnapping', 'liberation of prisoners', 'anti hero', 'gangster boss', 'dystopia', 'police operation', 'attempt to escape', 'cyberpunk', 'reluctant hero'"
53,4940939,4480,tt0091288,fr,Jean de Florette,4.883274,1986-08-27,0,120.0,7.6,39460,The Water of the Hills Collection,"'Renn Productions', 'Films A2', 'DD Productions', 'AMLF', 'Télévision Suisse-Romande (TSR)', 'RAI Radiotelevisione Italiana'",'France','Drama',2.7534013605442182,2001-07-02 14:15:09,"'provence', 'avarice', 'battle for power', 'source', 'neighbor'"
54,0,4481,tt0091480,fr,Manon des Sources,5.939394,1986-11-19,0,120.0,7.8,39460,The Water of the Hills Collection,"'Renn Productions', 'Films A2', 'DD Productions', 'AMLF', 'RAI Radiotelevisione Italiana'",'France','Drama',3.136363636363636,2001-07-22 19:36:41,"'provence', 'loss of father', 'source', 'revenge'"
55,0,531,tt0108598,en,The Wrong Trousers,7.771233,1993-12-17,0,30.0,7.6,529,Wallace & Gromit Collection,'Aardman Animations','United Kingdom',"'Animation', 'Comedy', 'Family'",3.5012594458438286,1996-03-01 00:00:00,"'robbery', 'inventor', 'penguin', 'telecontrol', 'surrealism', 'betrayal', 'criminal', 'dog', 'jewel heist', 'claymation', 'wallace & gromit', 'very little dialogue'"
56,18000000,1891,tt0080684,en,The Empire Strikes Back,19.470959,1980-05-17,538400000,124.0,8.2,10,Star Wars Collection,"'Lucasfilm', 'Twentieth Century Fox Film Corporation'",'United States of America',"'Adventure', 'Action', 'Science Fiction'",2.4649122807017543,1998-07-01 10:25:02,"'rebel', 'android', 'asteroid', 'space battle', 'snow storm', 'space colony', 'spaceship', 'lightsaber', 'jedi', 'good vs evil', 'rebellion', 'the force', 'space opera', 'stormtrooper', 'wookie', 'jedi master', 'jedi training', 'droid'"
57,18000000,85,tt0082971,en,Raiders of the Lost Ark,19.901576,1981-06-12,389925971,115.0,7.7,84,Indiana Jones Collection,"'Lucasfilm', 'Paramount Pictures'",'United States of America',"'Adventure', 'Action'",3.5383392226148414,1996-02-15 12:59:57,"'saving the world', 'riddle', 'nepal', 'himalaya', 'cairo', 'moses', 'egypt', 'whip', 'treasure', 'medallion', 'leather jacket', 'nazis', 'hat', 'mediterranean', 'ark of the covenant', 'ten commandments', 'treasure hunt', 'excavation', 'swastika', 'archaeologist', 'indiana jones', 'archeology\xa0'"
58,18500000,679,tt0090605,en,Aliens,21.761179,1986-07-18,183316455,137.0,7.7,8091,Alien Collection,"'Twentieth Century Fox Film Corporation', 'SLM Production Group', 'Brandywine Productions'","'United Kingdom', 'United States of America'","'Horror', 'Action', 'Thriller', 'Science Fiction'",3.3737373737373737,1996-04-12 18:51:13,"'android', 'extraterrestrial technology', 'space marine', 'spaceman', 'cryogenics', 'vacuum', 'space colony', 'warrior woman', 'settler', 'space travel', 'colony', 'alien', 'xenomorph'"
59,1200000,429,tt0060196,it,"Il buono, il brutto, il cattivo",16.788787,1966-12-23,6000000,161.0,8.1,48317,The Man With No Name Collection,"'United Artists', 'Constantin Film Produktion', 'Produzioni Europee Associati (PEA)', 'Arturo González Producciones Cinematográficas S.A.'","'United States of America', 'Italy', 'Spain', 'Germany'",'Western',2.362595419847328,1996-03-01 00:00:00,"'bounty hunter', 'refugee', 'gold', 'anti hero', 'gallows', 'hitman', 'army', 'outlaw', 'shootout', 'moral ambiguity', 'spaghetti western'"
60,32350000,1892,tt0086190,en,Return of the Jedi,14.586087,1983-05-23,572700000,135.0,7.9,10,Star Wars Collection,"'Lucasfilm', 'Twentieth Century Fox Film Corporation'",'United States of America',"'Adventure', 'Action', 'Science Fiction'",3.381859011911736,1998-06-10 18:32:26,"'rebel', 'brother sister relationship', 'emperor', 'space battle', 'matter of life and death', 'spaceship', 'death star', 'jabba the hutt', 'ewoks', 'jedi', 'space opera'"
61,11000000,348,tt0078748,en,Alien,23.37742,1979-05-25,104931801,117.0,7.9,8091,Alien Collection,"'Twentieth Century Fox Film Corporation', 'Brandywine Productions'","'United States of America', 'United Kingdom'","'Horror', 'Action', 'Thriller', 'Science Fiction'",3.6826607226654153,1996-03-01 00:00:00,"'android', 'countdown', 'space marine', 'space suit', 'beheading', 'dystopia', 'biology', 'cowardice', 'spaceship', 'space', 'alien', 'female protagonist', 'outer space', 'parasite', 'h. r. giger', 'xenomorph'"
