,id,rating,rating_timestamp,key_agg
16,17,3.9522270706405402,1996-01-29 00:00:00,"['suicide', 'paradise', 'child abuse', 'sea', 'adolescence', 'wales', 'secret', 'underworld', 'shepherd', 'loss of child', 'sheep', 'single', 'mother daughter relationship', 'sect']"
17,18,3.409031198686371,1996-01-29 00:00:00,"['clone', 'taxi', 'cyborg', 'egypt', 'future', 'stowaway', 'space travel', 'race against time', 'arms dealer', 'love', 'alien', 'priest', 'end of the world', 'good vs evil', 'shootout', 'police chase', 'cab driver', 'new york city', 'space opera', 'military', 'opera singer', 'resort hotel', 'ancient astronaut', 'archeologist', 'ancient evil', 'cruise liner']"
18,19,2.633983148851809,1996-01-29 00:00:00,"['man vs machine', 'underground world', 'inventor', 'metropolis', 'worker', 'future', 'machine town', 'work', 'class society', 'dystopia', 'tower of babel', 'delirium', 'chase scene', 'mad scientist', 'prophet', 'robot', 'destruction', 'silent film', 'depravity', 'masterpiece', 'downtrodden', 'saviour']"
19,20,2.894070547500541,1996-02-01 14:33:43,"['farewell', 'responsability', 'dying and death', 'night shift', 'daughter', 'secret love', 'mother daughter relationship', 'woman director']"
20,21,3.572137060414788,1995-01-09 11:46:49,"['surfer', 'surfboard', 'surfing']"
21,22,3.3006076546345002,1996-01-29 00:00:00,"['exotic island', 'blacksmith', 'east india trading company', 'gold', 'marriage proposal', 'mutiny', 'jamaica', 'skeleton', 'daughter', 'governor', 'wooden eye', 'gold coin', 'pirate', 'alcoholic', 'swashbuckler', 'caribbean', 'aftercreditsstinger', 'pirate ship', 'capuchin monkey', 'tortuga']"
22,23,3.157631359466222,1996-01-30 00:00:55,
23,24,3.1803745482422516,1996-01-29 00:00:00,"['japan', 'coma', 'martial arts', 'kung fu', 'underworld', 'yakuza', 'sword', 'bride', 'revenge', 'gore', 'female yakuza', 'blood', 'wedding', 'samurai sword', 'part animation']"
24,25,3.6675128965433204,1996-02-01 19:49:33,"['sniper', 'marine corps', 'saudi arabia', 'petrol', 'golf war', 'u.s. marine']"
25,26,3.614058355437666,1996-02-01 14:33:59,"['berlin', 'neo-nazi', 'israel', 'nazi background', 'chauffeur', 'mossad', 'middle east conflict', 'dead sea', 'anti semitism', 'kibbutz', 'nazi germany', 'suicide mission']"
26,27,3.424864864864865,1996-02-01 14:33:53,"['london england', 'female nudity', 'sex', 'rock and roll', 'blow job', 'condom', 'safe sex', 'concert', 'erection', 'fellatio', 'pubic hair', 'sexual fantasy', 'penetration', 'sexual intercourse', 'ejaculation', 'unsimulated sex', 'couple', 'desire', 'semen', 'vulva', 'male orgasm', 'penis', 'explicit sex']"
27,28,4.039876397881106,1996-01-29 00:00:00,"['guerrilla', 'river', 'vietnam', 'vietcong', 'cambodia', 'army', 'insanity', 'tribe', 'green beret', 'jungle', 'apocalypse', 'death', 'napalm']"
28,29,3.920885116702031,1996-02-01 14:34:09,
29,30,3.63690036900369,1996-02-05 09:53:50,"['space marine', 'future', 'reality', 'magnetic field', 'garbageman ', 'photographic memory', 'opera singer', 'emotions', 'space centre']"
30,31,3.238314143323595,1996-01-29 00:00:00,
31,32,3.888769242293719,1996-01-29 00:00:00,
32,33,3.0555555555555554,1996-03-28 00:07:59,"['prostitute', 'sheriff', 'bounty', 'regret', 'right and justice', 'revenge', 'mutilation', 'one last job', 'reputation', 'englishman']"
33,34,3.6205942448493103,1996-01-29 00:00:00,
34,35,3.5015964240102173,1996-01-29 00:00:00,"['father son relationship', 'lake', 'springfield', 'the simpsons', 'duff beer', 'garbage', 'pig', 'pollution', 'environmental protection agency', 'quarantine', 'alcoholism', 'love', 'alaska', 'dysfunctional family', 'dysfunctional marriage', 'ecology', 'saving lives', 'first love', 'duringcreditsstinger', 'donuts']"
35,36,3.9315818281335524,1996-01-29 00:00:00,
36,37,2.938888888888889,1996-03-21 19:22:28,
37,38,2.8874269005847952,1996-02-02 12:36:49,"['deja vu', 'regret', 'jealousy', 'amnesia', 'dream', 'operation', 'relationship problems', 'love', 'memory', 'brainwashing', 'relationship', 'heartbreak', 'nonlinear timeline', 'love story', 'bittersweet']"
38,39,3.4133602956558122,1996-01-29 00:00:00,
39,40,3.6509533898305087,1996-02-01 14:34:09,
40,41,3.850029579964504,1996-02-01 14:33:52,
41,42,3.0489067894131185,1996-01-29 23:54:28,
42,43,3.4679969879518073,1996-02-01 14:33:52,
43,44,2.6292445482866045,1996-01-29 23:54:31,
44,45,3.372715946843854,1996-01-29 00:00:00,
45,46,3.2690225563909774,1996-02-01 14:33:36,
46,47,4.068128299593604,1995-01-09 11:46:49,
47,48,2.9566557624559637,1996-01-29 00:00:00,
48,49,3.564885496183206,1996-07-02 00:09:21,
49,50,4.300188962561792,1996-01-29 00:00:00,
50,51,2.588235294117647,1996-04-29 11:42:04,
51,52,3.5355968272393112,1996-01-29 00:00:00,
52,53,3.70125786163522,1996-04-29 11:42:04,
53,54,2.8533333333333335,1996-03-14 09:05:11,
54,55,3.225922131147541,1996-01-29 00:00:00,"['homeless person', 'mexico city', 'daughter', 'secret love', 'dogfight', 'money', 'dog', 'nonlinear timeline', 'multiple storylines', 'new mexican cinema']"
55,56,2.0602409638554215,1996-04-29 11:42:04,
56,57,3.3225677830940987,1996-01-29 00:00:00,
57,58,3.965010863864539,1996-01-29 00:00:00,"['witch', 'fortune teller', 'bondage', 'exotic island', 'monster', 'captain', 'card game', 'east india trading company', 'compass', 'ship', 'daughter', 'pirate', 'swashbuckler', 'aftercreditsstinger']"
58,59,3.600985221674877,1996-04-29 11:41:24,"['robbery', 'double life', 'dual identity', 'small town', 'indiana', 'distrust', 'fight', 'self-defense', 'marriage', 'family relationships', 'mistaken identity', 'diner', 'lawyer', 'mobster', 'violence', 'attempted robbery']"
59,60,3.0723876628556237,1996-01-29 00:00:00,
60,61,3.3378158109209455,1996-02-01 14:33:34,
61,62,3.750324282255275,1996-01-29 23:54:38,"['moon', 'jupiter', 'artificial intelligence', 'man vs machine', 'technology', 'super computer', 'human being', 'space travel', 'space mission', 'moon base', 'astronaut', 'evolution', 'monolith', 'space station']"
62,63,3.114120283899888,1996-01-30 00:00:56,"['schizophrenia', 'philadelphia', 'cassandra syndrom', 'stockholm syndrome', 'time travel', 'post-apocalyptic', 'dystopia', 'lethal virus', 'monkey', 'subterranean']"
63,64,2.8375228519195614,1996-01-29 23:54:39,"['suicide', 'spain', 'rape', 'coma', 'bullfight', 'torera', 'journalist', 'sexual abuse', 'dying and death', 'theatre milieu', 'friendship', 'car crash', 'hospital', 'pregnancy']"
64,65,2.4033402561439945,1996-02-01 14:33:58,"['individual', 'street gang', 'adolescence', 'rap music', 'hip-hop', 'rhyme battle', 'trailer park', 'ethnic stereotype', 'single', 'detroit', 'eminem']"
65,66,2.159487776484284,1996-02-01 14:34:06,"['corruption', 'assassination', 'washington d.c.', 'rape', 'white house', 'usa president', 'daughter', 'government', 'suspense', 'secret service', 'secret service agent']"
66,67,3.352272727272727,1996-07-02 00:09:43,"['individual', 'terror', 'civil war', 'israel', 'palestine', 'middle east', 'muslim', 'middle east conflict', 'friendship', 'suicide mission', 'unemployment']"
67,68,3.4558599695586,1996-02-02 12:33:35,"['bureaucracy', 'police state', 'terror', 'great britain', 'dream', 'dystopia', 'government', 'anarchic comedy']"
68,69,3.5509585289514867,1996-02-02 12:36:28,"['germany', 'prison', 'music record', 'adultery', 'country music', 'guitar', 'loss of brother', 'concert', 'marriage', 'single', 'accident', '1960s']"
69,70,3.3079605263157896,1996-01-29 00:00:00,"['transporter', 'suicide attempt', 'strong woman', 'boxer', 'dying and death', 'stroke of fate', 'training', 'advancement', 'sport', 'female protagonist', 'boxing trainer', 'determination']"
70,71,2.354518736223365,1996-02-02 12:36:29,"[""workers' quarter"", 'dancing class', 'strike', 'northern england', 'scholarship', 'ballet']"
71,72,3.481254781943382,1996-02-23 12:55:55,
72,73,3.794658493870403,1996-02-01 14:34:07,"['usa', 'neo-nazi', 'prison', 'skinhead', 'brother brother relationship', 'rape', 'fascism', 'brother', 'basketball', 'jail', 'school', 'swastika', 'los angeles', 'family', 'hate', 'neo nazism', 'xenophobia', 'interracial friendship', 'nazism', 'prison rape']"
73,74,3.2990041928721174,1996-02-01 14:34:07,"['post traumatic stress  disorder', 'new jersey', 'airplane', 'dystopia', 'daughter', 'apocalypse', 'alien invasion', 'human subjugation']"
74,75,2.459731543624161,1996-02-02 12:37:08,"['saving the world', 'total destruction', 'white house', 'mars', 'usa president', 'cataclysm', 'lasergun', 'ambassador', 'congress', 'pest', 'flying saucer']"
75,76,3.016246953696182,1996-02-01 14:34:24,"['dialogue', 'sunrise', 'talking', 'soulmates', 'walking', 'austria', 'traveller', 'danube', 'bittersweet', 'romantic', 'vienna']"
76,77,3.4383259911894273,1996-02-15 13:00:07,"['individual', 'insulin', 'tattoo', 'waitress', 'amnesia', 'motel', 'insurance salesman', 'revenge', 'memory loss', 'polaroid', 'flashback', 'neo-noir']"
77,78,3.1737089201877935,1996-02-01 14:34:00,"['artificial intelligence', 'bounty hunter', 'dystopia', 'genetics', 'fugitive', 'cyberpunk', 'los angeles', 'tech noir', 'neo-noir', 'futurista', 'lluvia']"
78,79,3.1614385297845375,1996-02-01 14:34:19,"['countryside', 'loss of lover', 'right and justice', 'patriot']"
79,80,3.7249163879598663,1996-03-28 08:55:52,"['paris', 'journalist', 'dialogue', 'talking', 'soulmates', 'walking', 'bookshop', ""love of one's life"", 'author']"
80,81,3.2703649635036496,1996-02-02 12:36:27,"['saving the world', 'human vs nature', 'fungus spores   ', 'future', 'airplane', 'post-apocalyptic', 'war', 'toxic', 'based on manga', 'ecology', 'giant insect', 'duringcreditsstinger', 'anime']"
81,82,4.010845588235294,1996-03-29 11:10:13,"['based on tv series', 'drug deal', 'havana cuba', 'speedboat\xa0']"
82,83,3.6491085899513775,1996-02-01 14:34:19,"['diving', 'cataclysm', 'nightmare', 'panic', 'red sea', 'primal fear', 'scuba diving', 'shark', 'scuba']"
83,84,3.3802395209580838,1996-02-23 12:55:55,
84,85,3.538339222614841,1996-02-15 12:59:57,"['saving the world', 'riddle', 'nepal', 'himalaya', 'cairo', 'moses', 'egypt', 'whip', 'treasure', 'medallion', 'leather jacket', 'nazis', 'hat', 'mediterranean', 'ark of the covenant', 'ten commandments', 'treasure hunt', 'excavation', 'swastika', 'archaeologist', 'indiana jones', 'archeology\xa0']"
85,86,3.485175495966863,1996-02-01 14:34:02,"['berlin', 'male nudity', 'female nudity', 'hippie', 'sexual obsession', 'free love', 'swinger club', 'nudist camp', 'based on novel', 'unsociability', 'cancer', 'teacher', 'scientist', 'male virgin', 'reproduction', 'sexual problems']"
86,87,2.4075937785910337,1996-02-01 14:34:05,"['riddle', 'treasure', 'heart', 'skeleton', 'treasure hunt', 'torture', 'violence', 'monkey', 'cult film', 'archaeologist', 'thuggee', 'conveyor belt', 'mine car', 'rope bridge', 'belching', 'child driving a car', 'eating brains', 'splits', 'indiana jones', 'archeology\xa0']"
87,88,3.125899897154611,1996-02-15 22:55:03,"['dancing', 'sex', 'hotel', 'robbery', 'sister sister relationship', 'dancing master', 'mambo', 'dance performance', 'daughter', 'summer camp', 'secret love', 'teenage crush', 'doctor', 'class differences', 'youth', 'family holiday', 'sensuality', 'unwanted pregnancy', 'summer romance', 'abortion', 'catskill resort']"
88,89,3.1365479293368086,1996-02-05 09:54:08,"['saving the world', 'venice', 'holy grail', 'library', 'riddle', 'father son relationship', 'whip', 'treasure', 'nazis', 'entrapment', 'crusader', 'treasure hunt', 'escape', 'panzer', 'order of the templars', 'archaeologist', 'indiana jones', 'archeology\xa0']"
89,90,3.34,1996-03-31 00:15:47,"['california', 'showdown', 'undercover', 'strip club', 'investigation', 'weapon', 'police', 'smuggling', 'swimming pool', 'gunfight', 'mansion', 'los angeles', 'foot chase', 'art gallery', 'car chase', 'warehouse', 'beverly hills', 'buddy comedy', 'country club', 'maverick cop', 'detroit michigan', 'damsel in distress', 'bar fight']"
90,92,2.8513071895424837,1996-02-23 12:55:59,['slum']
91,93,2.5143584993052337,1996-02-09 15:10:25,"['rape', 'adultery', 'jealousy', 'michigan', 'judge', 'hays code', 'jazz', 'jurors', 'court case', 'lawyer']"
92,94,3.5320542279411766,1996-02-09 15:10:52,
93,95,3.1123652554288395,1996-02-12 07:11:33,"['saving the world', 'paris', 'moon', 'cataclysm', 'asteroid', 'self sacrifice', 'nasa', 'space marine', 'loss of father', 'daughter', 'space', 'wedding', 'astronaut', 'eiffel tower paris', 'duringcreditsstinger', 'disaster movie', 'space centre']"
94,96,3.6888454011741683,1996-02-23 12:55:59,"['smuggling of arms', 'detective', 'intensive care', 'undercover', 'strip club', 'armored car', 'investigation', 'police', 'swimming pool', 'sequel', 'shootout', 'gunfight', 'los angeles', 'explosion', 'violence', 'car chase', 'detroit', 'horse track', 'beverly hills', 'buddy cop', 'oil field', 'cement truck', 'playboy mansion', 'shooting range']"
95,97,3.984981684981685,1996-05-31 23:03:41,"['video game', 'hacker', 'virtual reality', 'dystopia', 'computer', 'science fiction']"
96,98,2.6277777777777778,1996-05-30 02:55:21,"['rome', 'gladiator', 'arena', 'senate', 'roman empire', 'emperor', 'slavery', 'battlefield', 'blood', 'ancient world', 'father daughter relationship', 'combat', 'mother son relationship', 'dream sequence', 'chariot', 'philosopher', 'barbarian horde', '2nd century', 'successor']"
97,99,3.1183006535947713,1996-02-22 16:31:30,"['barcelona spain', 'transvestism', 'transsexuality', 'drug abuse', 'transplantation', 'madrid', 'birthday', 'autograph', 'actress', 'friend']"
98,100,3.232303877366997,1996-02-15 13:00:08,"['ambush', 'alcohol', 'shotgun', 'tea', 'joint', 'machismo', 'cocktail', 'rifle', 'marijuana', 'cockney accent', 'pot smoking', 'hatchet', 'antique', 'cardsharp', 'anger', 'carjacking', 'piano', 'strip show', 'high stakes']"
99,101,3.7760838000414854,1996-03-17 21:33:55,"['new york', 'corruption', 'assassin', 'police brutality', 'loss of family', 's.w.a.t.', 'immigrant', 'hitman', 'training', 'revenge', 'murder', 'loneliness', 'neighbor', 'tragic love', 'cult film', 'neo-noir', 'complex relationship', 'complex characters']"
100,102,2.440532825880114,1996-02-10 08:06:13,"['individual', 'denmark', 'paraplegic', 'broken engagement', 'desperation', 'wedding vows', 'sense of guilt', 'chance', 'secret love', 'car crash', 'hospital', 'dogme 95', 'relationship', 'divorce', 'extramarital affair', 'disabled', 'woman director']"
101,103,3.2730290456431534,1996-02-28 07:14:40,"['vietnam veteran', 'taxi', 'obsession', 'drug dealer', 'night shift', 'vigilante', 'alienation', 'misanthrope', 'shot to death', 'illegal prostitution', 'loner']"
102,104,3.396511627906977,1996-02-19 14:49:54,"['berlin', 'casino', 'nun', 'red hair', 'running', 'homeless person', 'supermarket', 'ambulance', 'subway', 'daughter', 'money', 'fate']"
103,105,3.3279824718297264,1996-02-09 12:06:50,"['clock tower', 'car race', 'terrorist', 'delorean', 'lightning', 'guitar', 'plutonium', 'sports car', 'inventor', 'journey in the past', 'time travel', 'race against time', 'partner', 'misfit', 'mad scientist', 'fish out of water', 'teenage love', 'destiny', 'hidden identity', 'odd couple', 'escapade', 'disorder', 'chases and races', 'love and romance', 'teenage life', 'misfit partners', 'changing the past or future', 'getting home', 'inventions and discoveries']"
104,106,3.402877697841727,1996-04-29 11:41:24,"['central and south america', 'predator', 'alien', 'stalking', 'invisible', 'commando', '3d']"
105,107,3.1958545364279507,1996-02-14 14:39:43,"['gypsy', 'bare knuckle boxing', 'slang', 'trailer park', 'pig', 'sport', 'receiving of stolen goods', 'cockney accent', 'diamond', 'pikey']"
106,108,3.036764705882353,1996-06-07 08:53:40,"['paris', 'composer', 'pain', 'loss of husband', 'to compose']"
107,109,2.3333333333333335,1996-02-23 12:56:00,"['hairdresser', 'sexual frustration', 'funeral', 'business man', 'poland']"
108,110,4.016057252826558,1996-02-15 17:30:40,"['judge', 'isolation', 'mannequin', 'shadowing', 'english channel', 'geneva', 'travel', 'dog']"
109,111,4.0893090376222485,1996-02-17 12:17:39,"['miami', 'corruption', 'capitalism', 'cuba', 'prohibition', 'brother sister relationship', 'loss of sister', 'cocaine', 'cult film', 'bitterness']"
110,112,3.4000675472830983,1996-02-23 12:56:00,"['venice', 'hotel', 'copenhagen', 'waitress', 'depression', 'italian', 'hairdresser', 'daughter', 'friendship', 'language course', 'adult education center', 'priest', 'mother daughter relationship', 'dogme 95', 'church', 'woman director']"
111,113,3.1243478260869564,1996-03-01 15:08:42,"['buddhism', 'life and death', 'philosophy', 'countryside', 'becoming an adult', 'buddhist monk', 'temple', 'mountain lake', 'meditation', 'isolation', 'attachment to nature', 'religious education', 'cycle', 'penalty', 'mortification', 'restart', 'taskmaster', 'living together', 'dying and death', 'season', 'south korea', 'child']"
112,114,3.622047244094488,1996-05-17 06:02:18,"['prostitute', 'capitalism', 'cinderella', 'expensive restaurant', 'sports car', 'workaholic', 'fire escape', 'friendship', 'los angeles', 'piano']"
113,115,3.38,1996-02-23 12:56:00,"['white russian', 'dude', 'bowling', 'vietnam veteran', 'carpet', 'nihilism', 'heart attack', 'kidnapping', 'lsd', 'marijuana', 'los angeles', 'millionaire', 'cowboy', 'ashes', 'impregnation', 'bowling team', 'unemployed', 'bowling ball', 'weeds']"
114,116,3.9205967276227143,1996-02-23 12:56:00,"['love triangle', 'london england', 'upper class', 'adultery', 'tennis', 'river thames', 'love', 'wealth', 'lust', 'instructor', 'gold digger', 'social climbing', 'actress']"
115,117,3.5903890160183067,1996-02-22 16:34:40,"['white suit', 'al capone', 'tough cop', 'treasury agent', 'untouchable', 'tax evasion', 'jury tampering', 'rule of law', 'rooftop chase', 'cutting face while shaving', '1930s']"
116,118,3.008510638297872,1996-03-16 07:52:08,"['london england', 'father son relationship', 'chocolate', 'factory worker', 'based on novel', 'parent child relationship', 'candy', 'overweight child', 'grandfather grandson relationship', 'teacher']"
117,119,2.804428044280443,1996-04-26 13:56:31,
118,120,2.8825301204819276,1996-03-27 19:05:37,"['elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'mountain', 'fireworks', 'castle', 'volcano', 'password', 'death of a friend', 'uncle', 'mirror', 'wizard', 'sword and sorcery']"
119,121,3.738927738927739,1996-04-27 00:31:40,"['elves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'explosive', 'cave', 'fort', 'army', 'mission', 'attack', 'guide', 'wizard', 'ring', 'sword and sorcery']"
120,122,2.8624662907575384,1996-03-28 18:29:50,"['elves', 'orcs', 'middle-earth (tolkien)', 'based on novel', 'suspicion', 'bravery', 'war', 'honor', 'troll', 'brutality', 'violence', 'ghost', 'end of trilogy', 'quest', 'sword and sorcery']"
121,123,3.9857716161984675,1996-03-10 14:12:10,"['elves', 'dwarves', 'hobbit', 'mission']"
122,124,3.4882005899705013,1996-03-30 05:20:09,"['new love', 'heart attack', 'court case', 'dying and death', 'wife', 'influence', 'war', 'afterlife', 'lawyer']"
123,125,3.741662110442865,1996-03-27 10:07:46,
124,126,2.3470124753775443,1996-02-26 18:39:40,
125,127,3.215686274509804,1996-10-23 11:08:35,"['train station', 'lodz', 'airplane', 'chance', 'functionary', 'libya', 'political party', 'student', 'train']"
126,128,3.475,1996-10-23 11:09:51,"['fight', 'wolf', 'iron', 'pan', 'wild boar', 'territory', 'friendship', 'princess', 'good vs evil', 'rural setting', 'anime']"
127,129,3.17,1996-09-05 12:34:13,"['witch', 'parent child relationship', 'magic', 'darkness', 'bath house', 'ghost world', 'parallel world', 'amusement park', 'youkai', 'japanese mythology', 'anime', 'spirits']"
128,130,3.125,1997-02-03 20:41:44,
129,131,3.3055555555555554,1996-03-29 05:34:30,
130,132,2.7673784643343935,1996-03-25 16:37:33,"['shelter', 'rolling stones', 'hells angels', 'music', 'concert', 'rock musical', 'woman director']"
131,133,2.5,1996-05-12 11:29:15,"['usa president', 'staging', 'presidential election', 'media', 'election campaign', 'democracy']"
132,134,3.635135135135135,1996-02-23 12:56:00,"['prophecy', 'southern usa', 'music record', 'country music', 'mississippi', 'seduction', 'musical', 'fraud']"
133,135,2.9976544175136826,1996-03-03 18:45:41,"['england', 'guitar', 'rock star', 'pop star', 'musician', 'bob dylan', 'tour', 'rock', 'private life', 'concert', 'folk', 'cinéma vérité', 'donovan']"
134,136,3.564814814814815,1996-05-10 13:58:21,"['circus', 'dwarves', 'infidelity', 'attempted murder', 'clown', 'beauty', 'siamese twins', 'revenge', 'midnight movie', 'newlywed', 'bigotry', 'disability', 'sideshow', 'told in flashback', 'speech impediment', 'trapeze artist', 'stutterer', 'armless woman', 'midgets', 'bareback rider', 'legless man', 'poisoned drink', 'pseudo-hermaphrodite', 'bearded lady', 'microcephalics', 'controversial film', 'human skeleton']"
135,137,3.3016528925619837,1996-03-28 20:00:58,"['deja vu', 'groundhog', 'weather forecast', 'telecaster', 'pennsylvania', 'alarm clock', 'winter', 'time warp', 'time loop', 'cult film', 'existentialism', 'groundhog day']"
136,138,3.2804054054054053,1996-04-01 04:26:41,"['transylvania', 'based on novel', 'monster', 'castle', 'vampire', 'dracula', 'spider', 'count', 'based on play or musical', 'undead', 'sanitarium', 'classic horror', 'lunatic']"
137,139,3.1041666666666665,1996-03-30 21:47:01,"['upper class', 'denmark', 'countryside', 'prostitute', 'callgirl', 'manager', 'rape', 'mentally disabled', 'copenhagen', 'drowning', 'funeral', 'boarding school', 'dogme 95', 'housekeeper', 'disabled', 'dogma']"
138,140,3.3099591691816084,1996-03-04 11:03:54,"['individual', 'transvestism', 'gay', 'spain', 'sexual identity', 'transsexuality', 'drug abuse', 'sexual abuse', 'madrid', 'film business', 'screenplay', 'friendship', 'boarding school', 'priest', 'teacher', 'catholicism']"
139,141,3.5228261714196907,1996-03-10 05:56:33,"['parent child relationship', 'airplane', 'time travel', 'school presentation', 'school performance', 'suburbia', 'vision', 'morality', 'teenager']"
140,142,3.058139534883721,1996-03-28 22:02:54,"['gay', 'countryside', 'homophobia', 'loss of lover', 'wyoming', 'rodeo', 'father murder', 'horseback riding', 'intolerance', 'daughter', 'marriage crisis', 'secret love', 'cowboy', 'star crossed lovers']"
141,143,2.2,1996-10-23 11:10:23,"['germany', 'disillusion', 'world war i', 'army', 'boot camp', 'battlefield', 'steel helmet', 'combat', 'warfare', 'trenches', 'young soldier', 'battlefield trauma']"
142,144,3.4658871486805407,1996-02-29 12:38:17,"['berlin', 'angel', 'circus', 'berlin wall', 'library', 'dream', 'immortality', 'mortality']"
143,145,3.2701955495616994,1996-03-12 08:57:56,"['underdog', 'scotland', 'prostitute', 'paraplegic', 'tradition', 'excommunication', 'authority', 'social coercions', 'society', 'dying and death', 'faith', 'prayer', 'world religion', 'god', 'priest', 'independent film', 'mother daughter relationship', 'church', 'disabled', 'oil platform']"
144,146,2.8983870967741936,1996-03-27 19:23:03,"['flying', 'martial arts', 'taskmaster', 'comb', 'tiger', 'desert thief', 'theft', 'female martial artist']"
145,147,3.5959331588483994,1996-03-05 08:19:47,"['fondling', 'independent film', 'nouvelle vague', 'skipping school', 'mise en scene', 'fingerprinting', '\xa0mugshot', 'strict teacher', 'montmartre paris']"
146,148,2.90994623655914,1996-03-21 11:28:07,"['nurse', 'yugoslavia', 'factory worker', 'dubrovnik', 'depression', 'loss of lover', 'war crimes', 'factory', 'dying and death', 'torture', 'oil platform', 'woman director', 'hearing impaired']"
147,149,3.688380281690141,1996-03-08 21:11:46,"['saving the world', 'total destruction', 'megacity', 'street gang', 'underground', 'general', 'stadium', 'experiment', 'atomic bomb', 'mutation', 'dystopia', 'army', 'cyberpunk', 'motorcycle gang', 'anime']"
148,150,3.884030583809391,1996-03-01 08:22:59,"['prison', 'convict', 'tough cop', 'fake fight', 'bowie knife']"
149,151,3.5258391246488245,1996-03-01 08:22:59,
150,152,3.0959885386819486,1996-05-30 18:45:21,"['artificial intelligence', 'uss enterprise', 'starfleet', 'san francisco', 'self sacrifice', 'spacecraft', 'klingon', 'vulcan', 'space opera']"
151,153,2.906473407180454,1996-03-02 18:04:27,"['upper class', 'hotel room', 'age difference', 'commercial', 'karaoke', 'homesickness', 'culture clash', 'jet lag', 'pop star', 'unsociability', 'aftercreditsstinger', 'woman director']"
152,154,3.795300982800983,1996-03-05 08:19:45,"['uss enterprise', 'genesis', 'asteroid', 'self sacrifice', 'midlife crisis', 'terraforming', 'simulator', 'cadet', 'radiation', 'uss reliant', 'ceti alpha v', 'genetics', 'space opera']"
153,155,3.3953752843062928,1996-03-21 07:50:43,"['dc comics', 'crime fighter', 'secret identity', 'scarecrow', 'sadism', 'chaos', 'gotham city', 'vigilante', 'joker', 'superhero', 'based on comic', 'tragic hero', 'organized crime', 'criminal mastermind', 'district attorney', 'imax', 'super villain', 'super powers', 'batman']"
154,156,3.5365505425471158,1996-05-20 02:54:34,"['love triangle', 'suicide', 'brother brother relationship', 'bookshop', 'glasgow', 'irony', 'depression', 'optimism', 'suicide attempt', 'cleaning lady', 'dead wish', 'dying and death', 'unsociability', 'single', 'cancer', 'hospital', 'psychiatrist', 'woman director']"
155,157,2.7914691943127963,1996-03-02 18:09:18,[]
