,budget,id,imdb_id,original_language,title,popularity,release_date,revenue,runtime,vote_average,collection_id,collection_name,production companies,production_countries,genres,rating,rating_timestamp,key_agg
12,11000000,11,tt0076759,en,Star Wars,42.149696999999996,1977-05-25,775398007,121.0,8.1,10,Star Wars Collection,"'Lucasfilm', 'Twentieth Century Fox Film Corporation'",'United States of America',"'Adventure', 'Action', 'Science Fiction'",3.660590500641848,1996-01-29 00:00:00,"'android', 'galaxy', 'hermit', 'death star', 'lightsaber', 'jedi', 'rescue mission', 'empire', 'rebellion', 'planet', 'smuggler', 'the force', 'space opera', 'galactic war', 'stormtrooper', 'totalitarianism'"
633,170000000,118340,tt2015381,en,Guardians of the Galaxy,53.291601,2014-07-30,773328629,121.0,7.9,284433,Guardians of the Galaxy Collection,"'Marvel Studios', 'Moving Picture Company (MPC)', 'Bulletproof Cupid', 'Revolution Sun Studios'","'United Kingdom', 'United States of America'","'Action', 'Science Fiction', 'Adventure'",4.0,2014-12-07 17:21:07,"'marvel comic', 'spaceship', 'space', 'outer space', 'orphan', 'adventurer', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe'"
449,125000000,591,tt0382625,en,The Da Vinci Code,18.566706,2006-05-17,767820459,149.0,6.5,115776,Robert Langdon Collection,"'Columbia Pictures', 'Imagine Entertainment', 'Skylark Productions', 'Government of Malta'","'United States of America', 'Malta', 'France', 'United Kingdom'","'Thriller', 'Mystery'",2.0694444444444446,1996-10-23 14:10:48,"'paris', 'holy grail', 'christianity', 'monk', 'based on novel', 'zurich', 'secret society', 'louvre', 'curator', 'symbologist', 'opus dei', 'heresy', 'mona lisa', 'freemason', 'conspiracy', 'pentagram', 'tomb', 'catholicism', 'cryptologist', 'iconography', 'albino', 'sect'"
582,215000000,1930,tt0948470,en,The Amazing Spider-Man,31.102266999999998,2012-06-27,752215857,136.0,6.5,125574,The Amazing Spider-Man Collection,"'Columbia Pictures', 'Laura Ziskin Productions', 'Marvel Entertainment'",'United States of America',"'Action', 'Adventure', 'Fantasy'",2.9038461538461537,1998-09-03 07:50:18,"'loss of father', 'vigilante', 'serum', 'marvel comic', 'scientific experiment', 'spider bite', 'masked vigilante', 'reboot', 'super powers', 'genetic engineering', 'social outcast', 'duringcreditsstinger'"
437,180000000,411,tt0363771,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",18.13542,2005-07-12,748806957,143.0,6.7,420,The Chronicles of Narnia Collection,"'Walt Disney', 'Walden Media'","'United Kingdom', 'United States of America'","'Adventure', 'Family', 'Fantasy'",2.778225806451613,1996-11-02 20:19:45,"'saving the world', 'witch', 'based on novel', 'brother sister relationship', 'self sacrifice', 'winter', 'cupboard', 'beaver', 'lion', 'fairy-tale figure', 'battle', 'narnia', 'fantasy world', 'duringcreditsstinger'"
630,250000000,127585,tt1877832,en,X-Men: Days of Future Past,26.058586,2014-05-15,747862775,131.0,7.5,748,X-Men Collection,"'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'TSG Entertainment', 'Down Productions', 'Revolution Sun Studios'","'United Kingdom', 'United States of America'","'Action', 'Adventure', 'Fantasy', 'Science Fiction'",2.6666666666666665,2015-02-04 00:52:45,"'1970s', 'mutant', 'time travel', 'marvel comic', 'based on comic', 'superhuman', 'storm', 'beast', 'aftercreditsstinger', 'changing the past or future'"
581,145000000,80321,tt1277953,en,Madagascar 3: Europe's Most Wanted,13.829042000000001,2012-06-06,746921274,93.0,6.4,14740,Madagascar Collection,'DreamWorks Animation','United States of America',"'Animation', 'Family'",2.25,2010-12-08 00:08:20,"'madagascar', '3d'"
323,150000000,604,tt0234215,en,The Matrix Reloaded,16.229317,2003-05-15,738599701,138.0,6.7,2344,The Matrix Collection,"'Village Roadshow Pictures', 'NPV Entertainment', 'Heineken Branded Entertainment', 'Silver Pictures', 'Warner Bros.'","'Australia', 'United States of America'","'Adventure', 'Action', 'Thriller', 'Science Fiction'",2.6666666666666665,1997-02-03 20:41:19,"'saving the world', 'artificial intelligence', 'man vs machine', 'martial arts', 'kung fu', 'underground world', 'dream', 'hero', 'fight', 'computer virus', 'key', 'future', 'plato', 'precognition', 'rave', 'dying and death', 'virtual reality', 'dystopia', 'computer', 'faith', 'world religion', 'truth', 'mission', 'cyberpunk', 'woman director', 'gnosticism'"
572,110000000,50619,tt1324999,en,The Twilight Saga: Breaking Dawn - Part 1,25.9725,2011-03-15,712171856,117.0,5.8,33514,The Twilight Collection,"'Summit Entertainment', 'Sunswept Entertainment', 'Total Entertainment', 'TSBD Canada Productions', 'Zohar International', 'Temple Hill Entertainment', 'TSBD Louisiana', 'TSBD Productions'",'United States of America',"'Adventure', 'Fantasy', 'Romance'",3.6052631578947367,2008-09-25 15:08:38,"'based on novel', 'vampire', 'werewolf', 'duringcreditsstinger', 'fang vamp'"
632,170000000,119450,tt2103281,en,Dawn of the Planet of the Apes,75.385211,2014-06-26,710644566,130.0,7.3,173710,Planet of the Apes (Reboot) Collection,"'Ingenious Media', 'Chernin Entertainment', 'TSG Entertainment'",'United States of America',"'Science Fiction', 'Action', 'Drama', 'Thriller'",3.0,2015-08-17 06:49:42,"'leader', 'colony', 'post-apocalyptic', 'dystopia', 'forest', 'sequel', 'woods', 'ape', 'scientist', 'monkey', 'medical research', 'animal attack', 'plague', '3d'"
486,150000000,1858,tt0418279,en,Transformers,5.587707,2007-06-27,709709780,144.0,6.6,8650,Transformers Collection,"'Paramount Pictures', 'DreamWorks SKG', 'Amblin Entertainment', 'Di Bonaventura Pictures', 'Platinum Dunes', 'thinkfilm', 'SprocketHeads', 'Hasbro Studios', 'Revolution Sun Studios'",'United States of America',"'Adventure', 'Science Fiction', 'Action'",3.1560958421423537,1998-06-26 13:24:48,"'destroy', 'transformation', 'alien', 'based on toy', 'transformers', 'robot', 'duringcreditsstinger', 'teenage hero'"
443,80000000,950,tt0438097,en,Ice Age: The Meltdown,16.646029000000002,2006-03-23,660940780,91.0,6.5,8354,Ice Age Collection,"'Blue Sky Studios', 'Twentieth Century Fox Animation'",'United States of America',"'Animation', 'Family', 'Comedy', 'Adventure'",4.150082690187431,1996-08-15 16:41:51,"'mammoth', 'sloth', 'ice age', 'barrier ice', 'ice melting', 'iceberg', 'flooding', 'adventure', 'lovers', 'deluge', 'saber-toothed tiger'"
330,140000000,22,tt0325980,en,Pirates of the Caribbean: The Curse of the Black Pearl,47.32666500000001,2003-09-07,655011224,143.0,7.5,295,Pirates of the Caribbean Collection,"'Walt Disney Pictures', 'Jerry Bruckheimer Films'",'United States of America',"'Adventure', 'Fantasy', 'Action'",3.3006076546345002,1996-01-29 00:00:00,"'exotic island', 'blacksmith', 'east india trading company', 'gold', 'marriage proposal', 'mutiny', 'jamaica', 'skeleton', 'daughter', 'governor', 'wooden eye', 'gold coin', 'pirate', 'alcoholic', 'swashbuckler', 'caribbean', 'aftercreditsstinger', 'pirate ship', 'capuchin monkey', 'tortuga'"
716,160000000,131634,tt1951266,en,The Hunger Games: Mockingjay - Part 2,26.628178000000002,2015-11-18,653428261,137.0,6.6,131635,The Hunger Games Collection,"'Studio Babelsberg', 'Lionsgate', 'Color Force'","'Germany', 'United States of America'","'Action', 'Adventure', 'Science Fiction'",2.333333333333333,2015-12-09 14:21:55,"'revolution', 'strong woman', 'dystopia', 'game of death', '3d', 'based on young adult novel'"
300,120000000,1894,tt0121765,en,Star Wars: Episode II - Attack of the Clones,14.072510999999999,2002-05-15,649398328,142.0,6.4,10,Star Wars Collection,'Lucasfilm','United States of America',"'Adventure', 'Action', 'Science Fiction'",2.869246695333652,1998-06-18 17:43:31,"'senate', 'investigation', 'army', 'death star', 'jedi', 'cult figure', 'wedding', 'violence', 'kendo', 'laser gun', 'space opera', 'spaceport', 'teenage rebellion', 'good becoming evil', 'alien race', 'mechanical hand', 'yoda'"
99,90000000,607,tt0119654,en,Men in Black,15.781023999999999,1997-02-07,589390539,98.0,6.9,86055,Men In Black Collection,"'Amblin Entertainment', 'Columbia Pictures Corporation', 'Parkes+MacDonald Image Nation'",'United States of America',"'Action', 'Adventure', 'Comedy', 'Science Fiction'",2.8125,1996-06-28 18:02:46,"'secret identity', 'sun glasses', 'undercover', 'space marine', 'illegal immigration', 'deportation', 'new identity', 'giant cockroach', 'cannon', 'flying saucer', 'stay permit', 'alien', 'fictional government agency'"
514,140000000,1726,tt0371746,en,Iron Man,22.073099,2008-04-30,585174222,126.0,7.4,131292,Iron Man Collection,"'Paramount Pictures', 'Marvel Studios'",'United States of America',"'Action', 'Science Fiction', 'Adventure'",2.963463867581752,1997-12-27 23:37:26,"'middle east', 'arms dealer', 'malibu', 'marvel comic', 'superhero', 'based on comic', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'counter terrorism', 'agent coulson'"
456,110000000,1593,tt0477347,en,Night at the Museum,16.661966,2006-10-20,574480841,108.0,6.4,85943,Night at the Museum Collection,"'Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', '1492 Pictures', '21 Laps Entertainment'","'United States of America', 'United Kingdom'","'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy'",2.9194537346711265,1997-07-22 00:42:06,"'museum', 'skeleton', 'night shift', 'chaos', 'genghis khan', 'maya civilization', 'natural history', 'theodore roosevelt', 'dinosaur', ""based on children's book"", 'magical object', 'security guard', 'duringcreditsstinger', 'inanimate objects coming to life'"
60,32350000,1892,tt0086190,en,Return of the Jedi,14.586087,1983-05-23,572700000,135.0,7.9,10,Star Wars Collection,"'Lucasfilm', 'Twentieth Century Fox Film Corporation'",'United States of America',"'Adventure', 'Action', 'Science Fiction'",3.381859011911736,1998-06-10 18:32:26,"'rebel', 'brother sister relationship', 'emperor', 'space battle', 'matter of life and death', 'spaceship', 'death star', 'jabba the hutt', 'ewoks', 'jedi', 'space opera'"
287,115000000,585,tt0198781,en,"Monsters, Inc.",26.419961999999998,2001-01-11,562816256,92.0,7.5,137696,"Monsters, Inc. Collection","'Walt Disney Pictures', 'Pixar Animation Studios'",'United States of America',"'Animation', 'Comedy', 'Family'",2.6114362899594776,1996-04-30 11:47:15,"'monster', 'infant', 'energy supply', 'company', 'rivalry', 'hijinks', 'best friend', 'scream', 'conveyor belt', 'energy company', 'friend'"
566,200000000,49013,tt1216475,en,Cars 2,13.693001999999998,2011-11-06,559852396,106.0,5.8,87118,Cars Collection,"'Walt Disney Pictures', 'Pixar Animation Studios'",'United States of America',"'Animation', 'Family', 'Adventure', 'Comedy'",2.4423592493297592,2006-11-06 22:48:01,"'car race', 'sequel', 'comedy', 'anthropomorphism', 'best friend', 'duringcreditsstinger'"
220,125000000,955,tt0120755,en,Mission: Impossible II,18.97178,2000-05-24,546388105,123.0,5.9,87359,Mission: Impossible Collection,"'Paramount Pictures', 'Cruise/Wagner Productions', 'Munich Film Partners & Company (MFP) MI2 Productions'","'Germany', 'United States of America'","'Adventure', 'Action', 'Thriller'",4.026267375306623,1996-08-15 17:13:34,"'terror', 'spain', 'cia', 'helicopter', 'secret identity', 'skyscraper', 'undercover', 'island', 'ex-lover', 'secret mission', 'dying and death', 'secret agent', 'computer', 'duel', 'lethal virus', 'violence', 'rescue team', 'agent', 'car', 'research laboratory'"
56,18000000,1891,tt0080684,en,The Empire Strikes Back,19.470959,1980-05-17,538400000,124.0,8.2,10,Star Wars Collection,"'Lucasfilm', 'Twentieth Century Fox Film Corporation'",'United States of America',"'Adventure', 'Action', 'Science Fiction'",2.4649122807017543,1998-07-01 10:25:02,"'rebel', 'android', 'asteroid', 'space battle', 'snow storm', 'space colony', 'spaceship', 'lightsaber', 'jedi', 'good vs evil', 'rebellion', 'the force', 'space opera', 'stormtrooper', 'wookie', 'jedi master', 'jedi training', 'droid'"
423,75000000,953,tt0351283,en,Madagascar,16.136217000000002,2005-05-25,532680671,86.0,6.6,14740,Madagascar Collection,"'DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation'",'United States of America',"'Family', 'Animation'",4.016309385863267,1996-08-15 15:22:32,"'lion', 'hippopotamus', 'giraffe', 'penguin', 'zebra'"
34,100000000,280,tt0103064,en,Terminator 2: Judgment Day,22.661695,1991-01-07,520000000,137.0,7.7,528,The Terminator Collection,"'Lightstorm Entertainment', 'Pacific Western', 'Canal+', 'Carolco Pictures', 'T2 Productions'","'France', 'United States of America'","'Action', 'Thriller', 'Science Fiction'",3.7178208505833648,1996-03-01 00:00:00,"'cyborg', 'shotgun', 'post-apocalyptic', 'dystopia', 'moral ambiguity', 'mental institution', 'violence', 'fictional war', 'morphing', 'nuclear weapons', 'shape shifter', 'savior', 'catch phrase'"
674,130000000,102899,tt0478970,en,Ant-Man,26.882388,2015-07-14,519311965,117.0,7.0,422834,Ant-Man Collection,'Marvel Studios','United States of America',"'Science Fiction', 'Action', 'Adventure'",2.3,2013-06-01 20:28:34,"'marvel comic', 'superhero', 'based on comic', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d'"
408,80000000,693,tt0290002,en,Meet the Fockers,11.876386,2004-12-22,516642939,115.0,6.1,51509,Meet the Parents Collection,"'DreamWorks SKG', 'Universal Pictures', 'Everyman Pictures', 'Tribeca Productions'",'United States of America',"'Comedy', 'Romance'",3.0416666666666665,1996-05-12 11:23:44,"'cia', 'parent child relationship', 'florida', 'anti-authoritarian upbringing', 'jew', 'parents-in-law', 'orderly', 'just married', 'sex therapy', 'bad father-in-law', 'family', 'illegitimate son'"
33,28000000,812,tt0103639,en,Aladdin,16.357419,1992-11-25,504050219,90.0,7.4,86027,Aladdin Collection,'Walt Disney Pictures','United States of America',"'Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance'",2.4871794871794872,1996-06-20 10:31:05,"'magic', 'musical', 'cartoon', 'princess', 'love', 'comedy', 'animation', 'monkey', 'arab', 'aftercreditsstinger', 'genie', 'animal sidekick'"
